Huc 8,Huc 8 Name,Huc 12,Huc 12 Name,Type,Category,Scientific Name,Common Name,Global Rank,State Rank,Fed Status,State Status,Habitat Description,Wet Habitat Flag
6010204,Little Tennessee River,60102040303,Tellico River Headwaters,Vascular Plant,Flowering Plant,Calamagrostis porteri,Porter's Reedgrass,G4,S1,--,E,Rich Mountain Woods,Upland
6010204,Little Tennessee River,60102040305,Tellico River Upper,Vascular Plant,Flowering Plant,Calamagrostis porteri,Porter's Reedgrass,G4,S1,--,E,Rich Mountain Woods,Upland
6010204,Little Tennessee River,60102040403,Chilhowee Lake,Vascular Plant,Flowering Plant,Eurybia schreberi,Schreber's Aster,G4,S1,--,S,Mesic Woods & Seepage Slopes,Upland
6010206,Powell River,60102060404,Gap Creek-Powell River,Vascular Plant,Flowering Plant,Calamagrostis porteri,Porter's Reedgrass,G4,S1,--,E,Rich Mountain Woods,Upland
6010206,Powell River,60102060408,Powell River-Norris Lake Lower,Vascular Plant,Flowering Plant,Sullivantia sullivantii,Sullivantia,G4,S1,--,E,Moist Shaded Cliffs,Upland
6010207,Lower Clinch River,60102070201,Beaver Creek Upper,Invertebrate Animal,Crustacean,Cambarus deweesae,Valley Flame Crayfish,G4,S1,--,E,Primary burrower; open areas with high water tables; northern Ridge & Valley.,Aquatic
6010207,Lower Clinch River,60102070301,Poplar Creek Upper,Invertebrate Animal,Crustacean,Cambarus deweesae,Valley Flame Crayfish,G4,S1,--,E,Primary burrower; open areas with high water tables; northern Ridge & Valley.,Aquatic
6010207,Lower Clinch River,60102070303,Poplar Creek Lower,Invertebrate Animal,Crustacean,Cambarus deweesae,Valley Flame Crayfish,G4,S1,--,E,Primary burrower; open areas with high water tables; northern Ridge & Valley.,Aquatic
6010207,Lower Clinch River,60102070401,Clinch River-Cane Creek,Vascular Plant,Flowering Plant,Sullivantia sullivantii,Sullivantia,G4,S1,--,E,Moist Shaded Cliffs,Upland
6010207,Lower Clinch River,60102070401,Clinch River-Cane Creek,Invertebrate Animal,Crustacean,Cambarus deweesae,Valley Flame Crayfish,G4,S1,--,E,Primary burrower; open areas with high water tables; northern Ridge & Valley.,Aquatic
6010207,Lower Clinch River,60102070404,Clinch River-Conner Creek,Vascular Plant,Flowering Plant,Eurybia schreberi,Schreber's Aster,G4,S1,--,S,Mesic Woods & Seepage Slopes,Upland
6010208,Emory River,60102080104,Clear Creek Lower,Vascular Plant,Flowering Plant,Helenium brevifolium,Shortleaf Sneezeweed,G4,S1,--,E,"Rocky, Sandy Streamsides",Possible
6010208,Emory River,60102080205,Daddys Creek Lower,Vascular Plant,Flowering Plant,Gratiola brevifolia,Sticky Hedge-hyssop,G4,S1,--,S,Wet Barrens And Marshes,Possible
6010208,Emory River,60102080205,Daddys Creek Lower,Vascular Plant,Flowering Plant,Eurybia schreberi,Schreber's Aster,G4,S1,--,S,Mesic Woods & Seepage Slopes,Upland
6010208,Emory River,60102080302,Drowning Creek,Vascular Plant,Flowering Plant,Eupatorium godfreyanum,Godfrey's Thoroughwort,G4,S1,--,S,Dry Woods,Upland
6010208,Emory River,60102080405,Little Emory River,Invertebrate Animal,Crustacean,Cambarus deweesae,Valley Flame Crayfish,G4,S1,--,E,Primary burrower; open areas with high water tables; northern Ridge & Valley.,Aquatic
6010208,Emory River,60102080408,Emory River Lower,Invertebrate Animal,Crustacean,Cambarus deweesae,Valley Flame Crayfish,G4,S1,--,E,Primary burrower; open areas with high water tables; northern Ridge & Valley.,Aquatic
